Country,Continent,Category,Bucket,uniqueID,Freq
Montenegro,Europe,Health Expenditure % of GDP,2,EuropeHealth Expenditure % of GDP2,3
Morocco,Africa,Health Expenditure % of GDP,2,AfricaHealth Expenditure % of GDP2,23
Mozambique,Africa,Health Expenditure % of GDP,2,AfricaHealth Expenditure % of GDP2,23
Myanmar,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Namibia,Africa,Health Expenditure % of GDP,4,AfricaHealth Expenditure % of GDP4,6
Nauru,Oceania,Health Expenditure % of GDP,2,OceaniaHealth Expenditure % of GDP2,2
Nepal,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Netherlands,Europe,Health Expenditure % of GDP,5,EuropeHealth Expenditure % of GDP5,11
New Zealand,Oceania,Health Expenditure % of GDP,4,OceaniaHealth Expenditure % of GDP4,2
Nicaragua,North America,Health Expenditure % of GDP,3,North AmericaHealth Expenditure % of GDP3,8
Niger,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Nigeria,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Norway,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Oman,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Pakistan,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Palau,Oceania,Health Expenditure % of GDP,5,OceaniaHealth Expenditure % of GDP5,1
Panama,North America,Health Expenditure % of GDP,3,North AmericaHealth Expenditure % of GDP3,8
Papua New Guinea,Oceania,Health Expenditure % of GDP,1,OceaniaHealth Expenditure % of GDP1,3
Paraguay,South America,Health Expenditure % of GDP,3,South AmericaHealth Expenditure % of GDP3,5
Peru,South America,Health Expenditure % of GDP,2,South AmericaHealth Expenditure % of GDP2,2
Philippines,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Poland,Europe,Health Expenditure % of GDP,3,EuropeHealth Expenditure % of GDP3,16
Portugal,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Qatar,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Romania,Europe,Health Expenditure % of GDP,5,EuropeHealth Expenditure % of GDP5,11
Russia,UN Security Council,Health Expenditure % of GDP,3,UN Security CouncilHealth Expenditure % of GDP3,1
Rwanda,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Saint Kitts and Nevis,North America,Health Expenditure % of GDP,2,North AmericaHealth Expenditure % of GDP2,10
Saint Lucia,North America,Health Expenditure % of GDP,2,North AmericaHealth Expenditure % of GDP2,10
Saint Vincent and the Grenadines,North America,Health Expenditure % of GDP,2,North AmericaHealth Expenditure % of GDP2,10
Samoa,Oceania,Health Expenditure % of GDP,3,OceaniaHealth Expenditure % of GDP3,3
San Marino,Europe,Health Expenditure % of GDP,2,EuropeHealth Expenditure % of GDP2,3
Sao Tome and Principe,Africa,Health Expenditure % of GDP,2,AfricaHealth Expenditure % of GDP2,23
Saudi Arabia,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Senegal,Africa,Health Expenditure % of GDP,4,AfricaHealth Expenditure % of GDP4,6
Serbia,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Seychelles,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Sierra Leone,Africa,Health Expenditure % of GDP,9,AfricaHealth Expenditure % of GDP9,1
Singapore,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Slovakia,Europe,Health Expenditure % of GDP,3,EuropeHealth Expenditure % of GDP3,16
Slovenia,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Solomon Islands,Oceania,Health Expenditure % of GDP,3,OceaniaHealth Expenditure % of GDP3,3
Somalia,Africa,Health Expenditure % of GDP,No Data,AfricaHealth Expenditure % of GDPNo Data,2
South Africa,Africa,Health Expenditure % of GDP,4,AfricaHealth Expenditure % of GDP4,6
South Sudan,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Spain,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Sri Lanka,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Sudan,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Suriname,South America,Health Expenditure % of GDP,3,South AmericaHealth Expenditure % of GDP3,5
Sweden,Europe,Health Expenditure % of GDP,5,EuropeHealth Expenditure % of GDP5,11
Switzerland,Europe,Health Expenditure % of GDP,5,EuropeHealth Expenditure % of GDP5,11
Syria,Asia,Health Expenditure % of GDP,No Data,AsiaHealth Expenditure % of GDPNo Data,2
Taiwan,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Tajikistan,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Tanzania,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Thailand,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Timor-Leste,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Togo,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Tonga,Oceania,Health Expenditure % of GDP,2,OceaniaHealth Expenditure % of GDP2,2
Trinidad and Tobago,North America,Health Expenditure % of GDP,2,North AmericaHealth Expenditure % of GDP2,10
Tunisia,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Turkey,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Turkmenistan,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Tuvalu,Oceania,Health Expenditure % of GDP,7,OceaniaHealth Expenditure % of GDP7,1
Uganda,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Ukraine,Europe,Health Expenditure % of GDP,3,EuropeHealth Expenditure % of GDP3,16
United Arab Emirates,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
United Kingdom,UN Security Council,Health Expenditure % of GDP,4,UN Security CouncilHealth Expenditure % of GDP4,1
United States,UN Security Council,Health Expenditure % of GDP,8,UN Security CouncilHealth Expenditure % of GDP8,1
Uruguay,South America,Health Expenditure % of GDP,4,South AmericaHealth Expenditure % of GDP4,3
Uzbekistan,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Vanuatu,Oceania,Health Expenditure % of GDP,1,OceaniaHealth Expenditure % of GDP1,3
Venezuela,South America,Health Expenditure % of GDP,1,South AmericaHealth Expenditure % of GDP1,2
Vietnam,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Yemen,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Zambia,Africa,Health Expenditure % of GDP,2,AfricaHealth Expenditure % of GDP2,23
Zimbabwe,Africa,Health Expenditure % of GDP,5,AfricaHealth Expenditure % of GDP5,1
Afghanistan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Albania,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Algeria,Africa,Health Expenditure Per Person,2,AfricaHealth Expenditure Per Person2,3
Andorra,Europe,Health Expenditure Per Person,7,EuropeHealth Expenditure Per Person7,3
Angola,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Antigua & Barbuda,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Argentina,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
Armenia,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Australia,Oceania,Health Expenditure Per Person,5,OceaniaHealth Expenditure Per Person5,1
Austria,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Azerbaijan,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Bahamas,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Bahrain,Asia,Health Expenditure Per Person,3,AsiaHealth Expenditure Per Person3,4
Bangladesh,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Barbados,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Belarus,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Belgium,Europe,Health Expenditure Per Person,5,EuropeHealth Expenditure Per Person5,2
Belize,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Benin,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Bhutan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Bolivia,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Bosnia and Herzegovina,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Botswana,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Brazil,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
Brunei,Asia,Health Expenditure Per Person,3,AsiaHealth Expenditure Per Person3,4
Bulgaria,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Burkina Faso,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Burundi,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Cabo Verde,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Cambodia,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Cameroon,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Canada,North America,Health Expenditure Per Person,5,North AmericaHealth Expenditure Per Person5,1
Central African Republic,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Chad,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Chile,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
China,UN Security Council,Health Expenditure Per Person,1,UN Security CouncilHealth Expenditure Per Person1,1
Colombia,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Comoros,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Congo (Dem. Rep.),Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Congo (Rep.),Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Costa Rica,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Cote d'Ivoire,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Croatia,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Cuba,North America,Health Expenditure Per Person,No Data,North AmericaHealth Expenditure Per PersonNo Data,1
Cyprus,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Czech Republic,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Denmark,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Djibouti,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Dominica,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Dominican Republic,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Ecuador,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Egypt,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
El Salvador,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Equatorial Guinea,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Eritrea,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Estonia,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Eswatini,Africa,Health Expenditure Per Person,No Data,AfricaHealth Expenditure Per PersonNo Data,4
Ethiopia,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Fiji,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Finland,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
France,UN Security Council,Health Expenditure Per Person,5,UN Security CouncilHealth Expenditure Per Person5,2
Gabon,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
"Gambia, The",Africa,Health Expenditure Per Person,No Data,AfricaHealth Expenditure Per PersonNo Data,4
Georgia,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Germany,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Ghana,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Greece,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Grenada,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Guatemala,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Guinea,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Guinea-Bissau,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Guyana,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Haiti,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Honduras,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Hungary,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Iceland,Europe,Health Expenditure Per Person,5,EuropeHealth Expenditure Per Person5,2
India,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Indonesia,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Iran,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Iraq,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Ireland,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Israel,Asia,Health Expenditure Per Person,3,AsiaHealth Expenditure Per Person3,4
Italy,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Jamaica,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Japan,Asia,Health Expenditure Per Person,5,AsiaHealth Expenditure Per Person5,2
Jordan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Kazakhstan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Kenya,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Kiribati,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Korea (Dem. People’s Rep.),Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Korea (Rep.),Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Kosovo,Europe,Health Expenditure Per Person,No Data,EuropeHealth Expenditure Per PersonNo Data,2
Kuwait,Asia,Health Expenditure Per Person,4,AsiaHealth Expenditure Per Person4,3
Kyrgyzstan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Laos,Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Latvia,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Lebanon,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Lesotho,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Liberia,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Libya,Africa,Health Expenditure Per Person,No Data,AfricaHealth Expenditure Per PersonNo Data,4
Liechtenstein,Europe,Health Expenditure Per Person,No Data,EuropeHealth Expenditure Per PersonNo Data,2
Lithuania,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Luxembourg,Europe,Health Expenditure Per Person,7,EuropeHealth Expenditure Per Person7,3
Macedonia,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Madagascar,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Malawi,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Malaysia,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Maldives,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Mali,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Malta,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Marshall Islands,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Mauritania,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Mauritius,Africa,Health Expenditure Per Person,2,AfricaHealth Expenditure Per Person2,3
Mexico,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Micronesia,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Moldova,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Monaco,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Mongolia,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Montenegro,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Morocco,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Mozambique,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Myanmar,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Namibia,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Nauru,Oceania,Health Expenditure Per Person,2,OceaniaHealth Expenditure Per Person2,2
Nepal,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Netherlands,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
New Zealand,Oceania,Health Expenditure Per Person,4,OceaniaHealth Expenditure Per Person4,1
Nicaragua,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Niger,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Nigeria,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Norway,Europe,Health Expenditure Per Person,7,EuropeHealth Expenditure Per Person7,3
Oman,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Pakistan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Palau,Oceania,Health Expenditure Per Person,2,OceaniaHealth Expenditure Per Person2,2
Panama,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Papua New Guinea,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Paraguay,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Peru,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Philippines,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Poland,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Portugal,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Qatar,Asia,Health Expenditure Per Person,5,AsiaHealth Expenditure Per Person5,2
Romania,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Russia,UN Security Council,Health Expenditure Per Person,2,UN Security CouncilHealth Expenditure Per Person2,1
Rwanda,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Saint Kitts and Nevis,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Saint Lucia,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Saint Vincent and the Grenadines,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Samoa,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
San Marino,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Sao Tome and Principe,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Saudi Arabia,Asia,Health Expenditure Per Person,4,AsiaHealth Expenditure Per Person4,3
Senegal,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Serbia,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Seychelles,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Sierra Leone,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Singapore,Asia,Health Expenditure Per Person,4,AsiaHealth Expenditure Per Person4,3
Slovakia,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Slovenia,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Solomon Islands,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Somalia,Africa,Health Expenditure Per Person,No Data,AfricaHealth Expenditure Per PersonNo Data,4
South Africa,Africa,Health Expenditure Per Person,2,AfricaHealth Expenditure Per Person2,3
South Sudan,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Spain,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Sri Lanka,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Sudan,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Suriname,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
Sweden,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Switzerland,Europe,Health Expenditure Per Person,8,EuropeHealth Expenditure Per Person8,1
Syria,Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Taiwan,Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Tajikistan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Tanzania,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Thailand,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Timor-Leste,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Togo,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Tonga,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Trinidad and Tobago,North America,Health Expenditure Per Person,3,North AmericaHealth Expenditure Per Person3,1
Tunisia,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Turkey,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Turkmenistan,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Tuvalu,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Uganda,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Ukraine,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
United Arab Emirates,Asia,Health Expenditure Per Person,3,AsiaHealth Expenditure Per Person3,4
United Kingdom,UN Security Council,Health Expenditure Per Person,5,UN Security CouncilHealth Expenditure Per Person5,2
United States,UN Security Council,Health Expenditure Per Person,10,UN Security CouncilHealth Expenditure Per Person10,1
Uruguay,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
Uzbekistan,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Vanuatu,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Venezuela,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Vietnam,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Yemen,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Zambia,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Zimbabwe,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Afghanistan,Asia,Education Expenditure% Of Gdp,5,AsiaEducation Expenditure% Of Gdp5,2
Albania,Europe,Education Expenditure% Of Gdp,No Data,EuropeEducation Expenditure% Of GdpNo Data,17
Algeria,Africa,Education Expenditure% Of Gdp,No Data,AfricaEducation Expenditure% Of GdpNo Data,33
Andorra,Europe,Education Expenditure% Of Gdp,3,EuropeEducation Expenditure% Of Gdp3,2
Angola,Africa,Education Expenditure% Of Gdp,No Data,AfricaEducation Expenditure% Of GdpNo Data,33
Antigua & Barbuda,North America,Education Expenditure% Of Gdp,No Data,North AmericaEducation Expenditure% Of GdpNo Data,14
Argentina,South America,Education Expenditure% Of Gdp,7,South AmericaEducation Expenditure% Of Gdp7,1
Armenia,Europe,Education Expenditure% Of Gdp,2,EuropeEducation Expenditure% Of Gdp2,1
Australia,Oceania,Education Expenditure% Of Gdp,7,OceaniaEducation Expenditure% Of Gdp7,1
Austria,Europe,Education Expenditure% Of Gdp,7,EuropeEducation Expenditure% Of Gdp7,6
Azerbaijan,Europe,Education Expenditure% Of Gdp,3,EuropeEducation Expenditure% Of Gdp3,2
Bahamas,North America,Education Expenditure% Of Gdp,No Data,North AmericaEducation Expenditure% Of GdpNo Data,14
Bahrain,Asia,Education Expenditure% Of Gdp,3,AsiaEducation Expenditure% Of Gdp3,4
Bangladesh,Asia,Education Expenditure% Of Gdp,No Data,AsiaEducation Expenditure% Of GdpNo Data,23
Barbados,North America,Education Expenditure% Of Gdp,8,North AmericaEducation Expenditure% Of Gdp8,2
Belarus,Europe,Education Expenditure% Of Gdp,6,EuropeEducation Expenditure% Of Gdp6,5
Belgium,Europe,Education Expenditure% Of Gdp,9,EuropeEducation Expenditure% Of Gdp9,1
Belize,North America,Education Expenditure% Of Gdp,9,North AmericaEducation Expenditure% Of Gdp9,2
Benin,Africa,Education Expenditure% Of Gdp,5,AfricaEducation Expenditure% Of Gdp5,2
Bhutan,Asia,Education Expenditure% Of Gdp,8,AsiaEducation Expenditure% Of Gdp8,2
Bolivia,South America,Education Expenditure% Of Gdp,10,South AmericaEducation Expenditure% Of Gdp10,1
Bosnia and Herzegovina,Europe,Education Expenditure% Of Gdp,No Data,EuropeEducation Expenditure% Of GdpNo Data,17
Botswana,Africa,Education Expenditure% Of Gdp,No Data,AfricaEducation Expenditure% Of GdpNo Data,33
Brazil,South America,Education Expenditure% Of Gdp,8,South AmericaEducation Expenditure% Of Gdp8,1
Brunei,Asia,Education Expenditure% Of Gdp,4,AsiaEducation Expenditure% Of Gdp4,5
Bulgaria,Europe,Education Expenditure% Of Gdp,No Data,EuropeEducation Expenditure% Of GdpNo Data,17
Burkina Faso,Africa,Education Expenditure% Of Gdp,6,AfricaEducation Expenditure% Of Gdp6,7
Burundi,Africa,Education Expenditure% Of Gdp,No Data,AfricaEducation Expenditure% Of GdpNo Data,33
Cabo Verde,Africa,Education Expenditure% Of Gdp,6,AfricaEducation Expenditure% Of Gdp6,7
Cambodia,Asia,Education Expenditure% Of Gdp,2,AsiaEducation Expenditure% Of Gdp2,2
Cameroon,Africa,Education Expenditure% Of Gdp,No Data,AfricaEducation Expenditure% Of GdpNo Data,33
Canada,North America,Education Expenditure% Of Gdp,No Data,North AmericaEducation Expenditure% Of GdpNo Data,14
