Country,Contient,Category,Bucket
Zimbabwe,Africa,GDP per capita (PPP),1
Afghanistan,Asia,GDP growth(annual %),8
Albania,Europe,GDP growth(annual %),9
Algeria,Africa,GDP growth(annual %),9
Andorra,Europe,GDP growth(annual %),No Data
Angola,Africa,GDP growth(annual %),9
Antigua & Barbuda,North America,GDP growth(annual %),No Data
Argentina,South America,GDP growth(annual %),8
Armenia,Europe,GDP growth(annual %),9
Australia,Oceania,GDP growth(annual %),8
Austria,Europe,GDP growth(annual %),8
Azerbaijan,Europe,GDP growth(annual %),8
Bahamas,North America,GDP growth(annual %),8
Bahrain,Asia,GDP growth(annual %),9
Bangladesh,Asia,GDP growth(annual %),10
Barbados,North America,GDP growth(annual %),8
Belarus,Europe,GDP growth(annual %),7
Belgium,Europe,GDP growth(annual %),8
Belize,North America,GDP growth(annual %),8
Benin,Africa,GDP growth(annual %),9
Bhutan,Asia,GDP growth(annual %),10
Bolivia,South America,GDP growth(annual %),9
Bosnia and Herzegovina,Europe,GDP growth(annual %),9
Botswana,Africa,GDP growth(annual %),8
Brazil,South America,GDP growth(annual %),7
Brunei,Asia,GDP growth(annual %),8
Bulgaria,Europe,GDP growth(annual %),9
Burkina Faso,Africa,GDP growth(annual %),9
Burundi,Africa,GDP growth(annual %),7
Cabo Verde,Africa,GDP growth(annual %),8
Cambodia,Asia,GDP growth(annual %),10
Cameroon,Africa,GDP growth(annual %),9
Canada,North America,GDP growth(annual %),8
Central African Republic,Africa,GDP growth(annual %),9
Chad,Africa,GDP growth(annual %),8
Chile,South America,GDP growth(annual %),8
China,UN Security Council,GDP growth(annual %),10
Colombia,South America,GDP growth(annual %),9
Comoros,Africa,GDP growth(annual %),8
Congo (Dem. Rep.),Africa,GDP growth(annual %),10
Congo (Rep.),Africa,GDP growth(annual %),8
Costa Rica,North America,GDP growth(annual %),9
Cote d'Ivoire,Africa,GDP growth(annual %),10
Croatia,Europe,GDP growth(annual %),8
Cuba,North America,GDP growth(annual %),9
Cyprus,Europe,GDP growth(annual %),8
Czech Republic,Europe,GDP growth(annual %),9
Denmark,Europe,GDP growth(annual %),8
Djibouti,Africa,GDP growth(annual %),10
Dominica,North America,GDP growth(annual %),7
Dominican Republic,North America,GDP growth(annual %),10
Ecuador,South America,GDP growth(annual %),8
Egypt,Africa,GDP growth(annual %),9
El Salvador,North America,GDP growth(annual %),8
Equatorial Guinea,Africa,GDP growth(annual %),5
Eritrea,Africa,GDP growth(annual %),9
Estonia,Europe,GDP growth(annual %),8
Eswatini,Africa,GDP growth(annual %),8
Ethiopia,Africa,GDP growth(annual %),10
Fiji,Oceania,GDP growth(annual %),9
Finland,Europe,GDP growth(annual %),8
France,UN Security Council,GDP growth(annual %),8
Gabon,Africa,GDP growth(annual %),9
"Gambia, The",Africa,GDP growth(annual %),9
Georgia,Europe,GDP growth(annual %),9
Germany,Europe,GDP growth(annual %),8
Ghana,Africa,GDP growth(annual %),9
Greece,Europe,GDP growth(annual %),8
Grenada,North America,GDP growth(annual %),No Data
Guatemala,North America,GDP growth(annual %),9
Guinea,Africa,GDP growth(annual %),8
Guinea-Bissau,Africa,GDP growth(annual %),9
Guyana,South America,GDP growth(annual %),9
Haiti,North America,GDP growth(annual %),8
Honduras,North America,GDP growth(annual %),9
Hungary,Europe,GDP growth(annual %),9
Iceland,Europe,GDP growth(annual %),9
India,Asia,GDP growth(annual %),10
Indonesia,Asia,GDP growth(annual %),9
Iran,Asia,GDP growth(annual %),8
Iraq,Asia,GDP growth(annual %),8
Ireland,Europe,GDP growth(annual %),10
Israel,Asia,GDP growth(annual %),9
Italy,Europe,GDP growth(annual %),8
Jamaica,North America,GDP growth(annual %),8
Japan,Asia,GDP growth(annual %),8
Jordan,Asia,GDP growth(annual %),8
Kazakhstan,Asia,GDP growth(annual %),8
Kenya,Africa,GDP growth(annual %),9
Kiribati,Oceania,GDP growth(annual %),9
Korea (Dem. People’s Rep.),Asia,GDP growth(annual %),8
Korea (Rep.),Asia,GDP growth(annual %),9
Kosovo,Europe,GDP growth(annual %),9
Kuwait,Asia,GDP growth(annual %),8
Kyrgyzstan,Asia,GDP growth(annual %),9
Laos,Asia,GDP growth(annual %),10
Latvia,Europe,GDP growth(annual %),9
Lebanon,Asia,GDP growth(annual %),8
Lesotho,Africa,GDP growth(annual %),8
Liberia,Africa,GDP growth(annual %),8
Libya,Africa,GDP growth(annual %),6
Liechtenstein,Europe,GDP growth(annual %),8
Lithuania,Europe,GDP growth(annual %),8
Luxembourg,Europe,GDP growth(annual %),9
Macedonia,Europe,GDP growth(annual %),9
Madagascar,Africa,GDP growth(annual %),9
Malawi,Africa,GDP growth(annual %),9
Malaysia,Asia,GDP growth(annual %),9
Maldives,Asia,GDP growth(annual %),8
Mali,Africa,GDP growth(annual %),9
Malta,Europe,GDP growth(annual %),9
Marshall Islands,Oceania,GDP growth(annual %),No Data
Mauritania,Africa,GDP growth(annual %),8
Mauritius,Africa,GDP growth(annual %),9
Mexico,North America,GDP growth(annual %),8
Micronesia,Oceania,GDP growth(annual %),8
Moldova,Europe,GDP growth(annual %),8
Monaco,Europe,GDP growth(annual %),No Data
Mongolia,Asia,GDP growth(annual %),8
Montenegro,Europe,GDP growth(annual %),9
Morocco,Africa,GDP growth(annual %),9
Mozambique,Africa,GDP growth(annual %),9
Myanmar,Asia,GDP growth(annual %),10
Namibia,Africa,GDP growth(annual %),9
Nauru,Oceania,GDP growth(annual %),No Data
Nepal,Asia,GDP growth(annual %),9
Netherlands,Europe,GDP growth(annual %),8
New Zealand,Oceania,GDP growth(annual %),9
Nicaragua,North America,GDP growth(annual %),9
Niger,Africa,GDP growth(annual %),9
Nigeria,Africa,GDP growth(annual %),9
Norway,Europe,GDP growth(annual %),8
Oman,Asia,GDP growth(annual %),9
Pakistan,Asia,GDP growth(annual %),9
Palau,Oceania,GDP growth(annual %),No Data
Panama,North America,GDP growth(annual %),9
Papua New Guinea,Oceania,GDP growth(annual %),10
Paraguay,South America,GDP growth(annual %),9
Peru,South America,GDP growth(annual %),9
Philippines,Asia,GDP growth(annual %),9
Poland,Europe,GDP growth(annual %),9
Portugal,Europe,GDP growth(annual %),8
Qatar,Asia,GDP growth(annual %),9
Romania,Europe,GDP growth(annual %),9
Russia,UN Security Council,GDP growth(annual %),7
Rwanda,Africa,GDP growth(annual %),10
Saint Kitts and Nevis,North America,GDP growth(annual %),No Data
Saint Lucia,North America,GDP growth(annual %),8
Saint Vincent and the Grenadines,North America,GDP growth(annual %),8
Samoa,Oceania,GDP growth(annual %),8
San Marino,Europe,GDP growth(annual %),No Data
Sao Tome and Principe,Africa,GDP growth(annual %),9
Saudi Arabia,Asia,GDP growth(annual %),9
Senegal,Africa,GDP growth(annual %),10
Serbia,Europe,GDP growth(annual %),8
Seychelles,Africa,GDP growth(annual %),9
Sierra Leone,Africa,GDP growth(annual %),2
Singapore,Asia,GDP growth(annual %),8
Slovakia,Europe,GDP growth(annual %),9
Slovenia,Europe,GDP growth(annual %),9
Solomon Islands,Oceania,GDP growth(annual %),9
Somalia,Africa,GDP growth(annual %),9
South Africa,Africa,GDP growth(annual %),8
South Sudan,Africa,GDP growth(annual %),9
Spain,Europe,GDP growth(annual %),9
Sri Lanka,Asia,GDP growth(annual %),9
Sudan,Africa,GDP growth(annual %),8
Suriname,South America,GDP growth(annual %),9
Sweden,Europe,GDP growth(annual %),8
Switzerland,Europe,GDP growth(annual %),7
Syria,Asia,GDP growth(annual %),8
Taiwan,Asia,GDP growth(annual %),9
Tajikistan,Asia,GDP growth(annual %),10
Tanzania,Africa,GDP growth(annual %),9
Thailand,Asia,GDP growth(annual %),No Data
Timor-Leste,Asia,GDP growth(annual %),9
Togo,Africa,GDP growth(annual %),9
Tonga,Oceania,GDP growth(annual %),9
Trinidad and Tobago,North America,GDP growth(annual %),7
Tunisia,Africa,GDP growth(annual %),8
Turkey,Asia,GDP growth(annual %),9
Turkmenistan,Asia,GDP growth(annual %),10
Tuvalu,Oceania,GDP growth(annual %),No Data
Uganda,Africa,GDP growth(annual %),9
Ukraine,Europe,GDP growth(annual %),5
United Arab Emirates,Asia,GDP growth(annual %),9
United Kingdom,UN Security Council,GDP growth(annual %),8
United States,UN Security Council,GDP growth(annual %),8
Uruguay,South America,GDP growth(annual %),8
Uzbekistan,Asia,GDP growth(annual %),10
Vanuatu,Oceania,GDP growth(annual %),8
Venezuela,South America,GDP growth(annual %),6
Vietnam,Asia,GDP growth(annual %),10
Yemen,Asia,GDP growth(annual %),1
Zambia,Africa,GDP growth(annual %),9
Zimbabwe,Africa,GDP growth(annual %),8
Afghanistan,Asia,health expenditure % of GDP,5
Albania,Europe,health expenditure % of GDP,3
Algeria,Africa,health expenditure % of GDP,3
Andorra,Europe,health expenditure % of GDP,5
Angola,Africa,health expenditure % of GDP,1
Antigua & Barbuda,North America,health expenditure % of GDP,2
Argentina,South America,health expenditure % of GDP,1
Armenia,Europe,health expenditure % of GDP,5
Australia,Oceania,health expenditure % of GDP,4
Austria,Europe,health expenditure % of GDP,5
Azerbaijan,Europe,health expenditure % of GDP,3
Bahamas,North America,health expenditure % of GDP,3
Bahrain,Asia,health expenditure % of GDP,2
Bangladesh,Asia,health expenditure % of GDP,1
Barbados,North America,health expenditure % of GDP,3
Belarus,Europe,health expenditure % of GDP,3
Belgium,Europe,health expenditure % of GDP,5
Belize,North America,health expenditure % of GDP,3
Benin,Africa,health expenditure % of GDP,1
Bhutan,Asia,health expenditure % of GDP,1
Bolivia,South America,health expenditure % of GDP,3
Bosnia and Herzegovina,Europe,health expenditure % of GDP,4
Botswana,Africa,health expenditure % of GDP,2
Brazil,South America,health expenditure % of GDP,4
Brunei,Asia,health expenditure % of GDP,1
Bulgaria,Europe,health expenditure % of GDP,4
Burkina Faso,Africa,health expenditure % of GDP,2
Burundi,Africa,health expenditure % of GDP,4
Cabo Verde,Africa,health expenditure % of GDP,2
Cambodia,Asia,health expenditure % of GDP,2
Cameroon,Africa,health expenditure % of GDP,2
Canada,North America,health expenditure % of GDP,5
Central African Republic,Africa,health expenditure % of GDP,2
Chad,Africa,health expenditure % of GDP,2
Chile,South America,health expenditure % of GDP,4
China,UN Security Council,health expenditure % of GDP,2
Colombia,South America,health expenditure % of GDP,3
Comoros,Africa,health expenditure % of GDP,3
Congo (Dem. Rep.),Africa,health expenditure % of GDP,2
Congo (Rep.),Africa,health expenditure % of GDP,1
Costa Rica,North America,health expenditure % of GDP,4
Cote d'Ivoire,Africa,health expenditure % of GDP,2
Croatia,Europe,health expenditure % of GDP,3
Cuba,North America,health expenditure % of GDP,No Data
Cyprus,Europe,health expenditure % of GDP,3
Czech Republic,Europe,health expenditure % of GDP,3
Denmark,Europe,health expenditure % of GDP,5
Djibouti,Africa,health expenditure % of GDP,2
Dominica,North America,health expenditure % of GDP,2
Dominican Republic,North America,health expenditure % of GDP,3
Ecuador,South America,health expenditure % of GDP,3
Egypt,Africa,health expenditure % of GDP,3
El Salvador,North America,health expenditure % of GDP,5
Equatorial Guinea,Africa,health expenditure % of GDP,2
Eritrea,Africa,health expenditure % of GDP,2
Estonia,Europe,health expenditure % of GDP,3
Eswatini,Africa,health expenditure % of GDP,3
Ethiopia,Africa,health expenditure % of GDP,2
Fiji,Oceania,health expenditure % of GDP,1
Finland,Europe,health expenditure % of GDP,4
France,UN Security Council,health expenditure % of GDP,5
Gabon,Africa,health expenditure % of GDP,1
"Gambia, The",Africa,health expenditure % of GDP,3
Georgia,Europe,health expenditure % of GDP,3
Germany,Europe,health expenditure % of GDP,5
Ghana,Africa,health expenditure % of GDP,2
Greece,Europe,health expenditure % of GDP,4
Grenada,North America,health expenditure % of GDP,2
Guatemala,North America,health expenditure % of GDP,2
Guinea,Africa,health expenditure % of GDP,2
Guinea-Bissau,Africa,health expenditure % of GDP,3
Guyana,South America,health expenditure % of GDP,2
Haiti,North America,health expenditure % of GDP,3
Honduras,North America,health expenditure % of GDP,3
Hungary,Europe,health expenditure % of GDP,3
Iceland,Europe,health expenditure % of GDP,4
India,Asia,health expenditure % of GDP,1
Indonesia,Asia,health expenditure % of GDP,1
Iran,Asia,health expenditure % of GDP,3
Iraq,Asia,health expenditure % of GDP,1
Ireland,Europe,health expenditure % of GDP,3
Israel,Asia,health expenditure % of GDP,3
Italy,Europe,health expenditure % of GDP,4
Jamaica,North America,health expenditure % of GDP,2
Japan,Asia,health expenditure % of GDP,5
Jordan,Asia,health expenditure % of GDP,3
Kazakhstan,Asia,health expenditure % of GDP,1
Kenya,Africa,health expenditure % of GDP,2
Kiribati,Oceania,health expenditure % of GDP,3
Korea (Dem. People’s Rep.),Asia,health expenditure % of GDP,No Data
Korea (Rep.),Asia,health expenditure % of GDP,3
Kosovo,Europe,health expenditure % of GDP,No Data
Kuwait,Asia,health expenditure % of GDP,1
Kyrgyzstan,Asia,health expenditure % of GDP,4
Laos,Asia,health expenditure % of GDP,1
Latvia,Europe,health expenditure % of GDP,2
Lebanon,Asia,health expenditure % of GDP,3
Lesotho,Africa,health expenditure % of GDP,4
Liberia,Africa,health expenditure % of GDP,7
Libya,Africa,health expenditure % of GDP,No Data
Liechtenstein,Europe,health expenditure % of GDP,No Data
Lithuania,Europe,health expenditure % of GDP,3
Luxembourg,Europe,health expenditure % of GDP,3
Macedonia,Europe,health expenditure % of GDP,3
Madagascar,Africa,health expenditure % of GDP,2
Malawi,Africa,health expenditure % of GDP,4
Malaysia,Asia,health expenditure % of GDP,1
Maldives,Asia,health expenditure % of GDP,5
Mali,Africa,health expenditure % of GDP,2
Malta,Europe,health expenditure % of GDP,4
Marshall Islands,Oceania,health expenditure % of GDP,10
Mauritania,Africa,health expenditure % of GDP,2
Mauritius,Africa,health expenditure % of GDP,2
Mexico,North America,health expenditure % of GDP,2
Micronesia,Oceania,health expenditure % of GDP,6
Moldova,Europe,health expenditure % of GDP,5
Monaco,Europe,health expenditure % of GDP,1
Mongolia,Asia,health expenditure % of GDP,1
Montenegro,Europe,health expenditure % of GDP,2
Morocco,Africa,health expenditure % of GDP,2
Mozambique,Africa,health expenditure % of GDP,2
Myanmar,Asia,health expenditure % of GDP,2
Namibia,Africa,health expenditure % of GDP,4
Nauru,Oceania,health expenditure % of GDP,2
Nepal,Asia,health expenditure % of GDP,3
Netherlands,Europe,health expenditure % of GDP,5
New Zealand,Oceania,health expenditure % of GDP,4
Nicaragua,North America,health expenditure % of GDP,3
Niger,Africa,health expenditure % of GDP,3
Nigeria,Africa,health expenditure % of GDP,1
Norway,Europe,health expenditure % of GDP,4
Oman,Asia,health expenditure % of GDP,1
Pakistan,Asia,health expenditure % of GDP,1
Palau,Oceania,health expenditure % of GDP,5
Panama,North America,health expenditure % of GDP,3
Papua New Guinea,Oceania,health expenditure % of GDP,1
Paraguay,South America,health expenditure % of GDP,3
Peru,South America,health expenditure % of GDP,2
Philippines,Asia,health expenditure % of GDP,2
Poland,Europe,health expenditure % of GDP,3
Portugal,Europe,health expenditure % of GDP,4
Qatar,Asia,health expenditure % of GDP,1
Romania,Europe,health expenditure % of GDP,5
Russia,UN Security Council,health expenditure % of GDP,3
Rwanda,Africa,health expenditure % of GDP,1
Saint Kitts and Nevis,North America,health expenditure % of GDP,2
Saint Lucia,North America,health expenditure % of GDP,2
Saint Vincent and the Grenadines,North America,health expenditure % of GDP,2
Samoa,Oceania,health expenditure % of GDP,3
San Marino,Europe,health expenditure % of GDP,2
Sao Tome and Principe,Africa,health expenditure % of GDP,2
Saudi Arabia,Asia,health expenditure % of GDP,3
Senegal,Africa,health expenditure % of GDP,4
Serbia,Europe,health expenditure % of GDP,4
Seychelles,Africa,health expenditure % of GDP,1
Sierra Leone,Africa,health expenditure % of GDP,9
Singapore,Asia,health expenditure % of GDP,2
Slovakia,Europe,health expenditure % of GDP,3
Slovenia,Europe,health expenditure % of GDP,4
Solomon Islands,Oceania,health expenditure % of GDP,3
Somalia,Africa,health expenditure % of GDP,No Data
South Africa,Africa,health expenditure % of GDP,4
South Sudan,Africa,health expenditure % of GDP,1
Spain,Europe,health expenditure % of GDP,4
Sri Lanka,Asia,health expenditure % of GDP,1
Sudan,Africa,health expenditure % of GDP,3
Suriname,South America,health expenditure % of GDP,3
Sweden,Europe,health expenditure % of GDP,5
Switzerland,Europe,health expenditure % of GDP,5
Syria,Asia,health expenditure % of GDP,No Data
Taiwan,Asia,health expenditure % of GDP,3
Tajikistan,Asia,health expenditure % of GDP,3
Tanzania,Africa,health expenditure % of GDP,1
Thailand,Asia,health expenditure % of GDP,1
Timor-Leste,Asia,health expenditure % of GDP,1
Togo,Africa,health expenditure % of GDP,3
Tonga,Oceania,health expenditure % of GDP,2
Trinidad and Tobago,North America,health expenditure % of GDP,2
Tunisia,Africa,health expenditure % of GDP,3
Turkey,Asia,health expenditure % of GDP,2
Turkmenistan,Asia,health expenditure % of GDP,3
Tuvalu,Oceania,health expenditure % of GDP,7
Uganda,Africa,health expenditure % of GDP,3
Ukraine,Europe,health expenditure % of GDP,3
United Arab Emirates,Asia,health expenditure % of GDP,1
United Kingdom,UN Security Council,health expenditure % of GDP,4
United States,UN Security Council,health expenditure % of GDP,8
Uruguay,South America,health expenditure % of GDP,4
Uzbekistan,Asia,health expenditure % of GDP,3
Vanuatu,Oceania,health expenditure % of GDP,1
Venezuela,South America,health expenditure % of GDP,1
Vietnam,Asia,health expenditure % of GDP,2
Yemen,Asia,health expenditure % of GDP,2
Zambia,Africa,health expenditure % of GDP,2
Zimbabwe,Africa,health expenditure % of GDP,5
Afghanistan,Asia,health expenditure per person,1
Albania,Europe,health expenditure per person,1
Algeria,Africa,health expenditure per person,2
Andorra,Europe,health expenditure per person,7
Angola,Africa,health expenditure per person,1
Antigua & Barbuda,North America,health expenditure per person,2
Argentina,South America,health expenditure per person,2
Armenia,Europe,health expenditure per person,1
Australia,Oceania,health expenditure per person,5
Austria,Europe,health expenditure per person,6
Azerbaijan,Europe,health expenditure per person,2
Bahamas,North America,health expenditure per person,2
Bahrain,Asia,health expenditure per person,3
Bangladesh,Asia,health expenditure per person,1
Barbados,North America,health expenditure per person,2
Belarus,Europe,health expenditure per person,2
Belgium,Europe,health expenditure per person,5
Belize,North America,health expenditure per person,1
Benin,Africa,health expenditure per person,1
Bhutan,Asia,health expenditure per person,1
Bolivia,South America,health expenditure per person,1
Bosnia and Herzegovina,Europe,health expenditure per person,2
Botswana,Africa,health expenditure per person,1
Brazil,South America,health expenditure per person,2
Brunei,Asia,health expenditure per person,3
Bulgaria,Europe,health expenditure per person,2
Burkina Faso,Africa,health expenditure per person,1
Burundi,Africa,health expenditure per person,1
Cabo Verde,Africa,health expenditure per person,1
Cambodia,Asia,health expenditure per person,1
Cameroon,Africa,health expenditure per person,1
Canada,North America,health expenditure per person,5
Central African Republic,Africa,health expenditure per person,1
Chad,Africa,health expenditure per person,1
Chile,South America,health expenditure per person,2
China,UN Security Council,health expenditure per person,1
Colombia,South America,health expenditure per person,1
Comoros,Africa,health expenditure per person,1
Congo (Dem. Rep.),Africa,health expenditure per person,1
Congo (Rep.),Africa,health expenditure per person,1
Costa Rica,North America,health expenditure per person,2
Cote d'Ivoire,Africa,health expenditure per person,1
Croatia,Europe,health expenditure per person,2
Cuba,North America,health expenditure per person,No Data
Cyprus,Europe,health expenditure per person,3
Czech Republic,Europe,health expenditure per person,3
Denmark,Europe,health expenditure per person,6
Djibouti,Africa,health expenditure per person,1
Dominica,North America,health expenditure per person,1
Dominican Republic,North America,health expenditure per person,1
Ecuador,South America,health expenditure per person,1
Egypt,Africa,health expenditure per person,1
El Salvador,North America,health expenditure per person,1
Equatorial Guinea,Africa,health expenditure per person,1
Eritrea,Africa,health expenditure per person,1
Estonia,Europe,health expenditure per person,2
Eswatini,Africa,health expenditure per person,No Data
Ethiopia,Africa,health expenditure per person,1
Fiji,Oceania,health expenditure per person,1
Finland,Europe,health expenditure per person,4
France,UN Security Council,health expenditure per person,5
Gabon,Africa,health expenditure per person,1
"Gambia, The",Africa,health expenditure per person,No Data
Georgia,Europe,health expenditure per person,1
Germany,Europe,health expenditure per person,6
Ghana,Africa,health expenditure per person,1
Greece,Europe,health expenditure per person,3
Grenada,North America,health expenditure per person,1
Guatemala,North America,health expenditure per person,1
Guinea,Africa,health expenditure per person,1
Guinea-Bissau,Africa,health expenditure per person,1
Guyana,South America,health expenditure per person,1
Haiti,North America,health expenditure per person,1
Honduras,North America,health expenditure per person,1
Hungary,Europe,health expenditure per person,2
Iceland,Europe,health expenditure per person,5
India,Asia,health expenditure per person,1
Indonesia,Asia,health expenditure per person,1
Iran,Asia,health expenditure per person,2
Iraq,Asia,health expenditure per person,1
Ireland,Europe,health expenditure per person,6
Israel,Asia,health expenditure per person,3
Italy,Europe,health expenditure per person,4
Jamaica,North America,health expenditure per person,1
Japan,Asia,health expenditure per person,5
Jordan,Asia,health expenditure per person,1
Kazakhstan,Asia,health expenditure per person,1
Kenya,Africa,health expenditure per person,1
Kiribati,Oceania,health expenditure per person,1
Korea (Dem. People’s Rep.),Asia,health expenditure per person,No Data
Korea (Rep.),Asia,health expenditure per person,No Data
Kosovo,Europe,health expenditure per person,No Data
Kuwait,Asia,health expenditure per person,4
Kyrgyzstan,Asia,health expenditure per person,1
Laos,Asia,health expenditure per person,No Data
Latvia,Europe,health expenditure per person,2
Lebanon,Asia,health expenditure per person,2
Lesotho,Africa,health expenditure per person,1
Liberia,Africa,health expenditure per person,1
Libya,Africa,health expenditure per person,No Data
Liechtenstein,Europe,health expenditure per person,No Data
Lithuania,Europe,health expenditure per person,2
Luxembourg,Europe,health expenditure per person,7
Macedonia,Europe,health expenditure per person,1
Madagascar,Africa,health expenditure per person,1
Malawi,Africa,health expenditure per person,1
Malaysia,Asia,health expenditure per person,2
Maldives,Asia,health expenditure per person,2
Mali,Africa,health expenditure per person,1
Malta,Europe,health expenditure per person,4
Marshall Islands,Oceania,health expenditure per person,1
Mauritania,Africa,health expenditure per person,1
Mauritius,Africa,health expenditure per person,2
Mexico,North America,health expenditure per person,2
Micronesia,Oceania,health expenditure per person,1
Moldova,Europe,health expenditure per person,1
Monaco,Europe,health expenditure per person,4
Mongolia,Asia,health expenditure per person,1
Montenegro,Europe,health expenditure per person,1
Morocco,Africa,health expenditure per person,1
Mozambique,Africa,health expenditure per person,1
Myanmar,Asia,health expenditure per person,1
Namibia,Africa,health expenditure per person,1
Nauru,Oceania,health expenditure per person,2
Nepal,Asia,health expenditure per person,1
Netherlands,Europe,health expenditure per person,6
New Zealand,Oceania,health expenditure per person,4
Nicaragua,North America,health expenditure per person,1
Niger,Africa,health expenditure per person,1
Nigeria,Africa,health expenditure per person,1
Norway,Europe,health expenditure per person,7
Oman,Asia,health expenditure per person,2
Pakistan,Asia,health expenditure per person,1
Palau,Oceania,health expenditure per person,2
Panama,North America,health expenditure per person,2
Papua New Guinea,Oceania,health expenditure per person,1
Paraguay,South America,health expenditure per person,1
Peru,South America,health expenditure per person,1
Philippines,Asia,health expenditure per person,1
Poland,Europe,health expenditure per person,2
Portugal,Europe,health expenditure per person,3
Qatar,Asia,health expenditure per person,5
Romania,Europe,health expenditure per person,2
Russia,UN Security Council,health expenditure per person,2
Rwanda,Africa,health expenditure per person,1
Saint Kitts and Nevis,North America,health expenditure per person,2
Saint Lucia,North America,health expenditure per person,1
Saint Vincent and the Grenadines,North America,health expenditure per person,1
Samoa,Oceania,health expenditure per person,1
San Marino,Europe,health expenditure per person,4
Sao Tome and Principe,Africa,health expenditure per person,1
Saudi Arabia,Asia,health expenditure per person,4
Senegal,Africa,health expenditure per person,1
Serbia,Europe,health expenditure per person,2
Seychelles,Africa,health expenditure per person,1
Sierra Leone,Africa,health expenditure per person,1
Singapore,Asia,health expenditure per person,4
Slovakia,Europe,health expenditure per person,3
Slovenia,Europe,health expenditure per person,3
Solomon Islands,Oceania,health expenditure per person,1
Somalia,Africa,health expenditure per person,No Data
South Africa,Africa,health expenditure per person,2
South Sudan,Africa,health expenditure per person,1
Spain,Europe,health expenditure per person,4
Sri Lanka,Asia,health expenditure per person,1
Sudan,Africa,health expenditure per person,1
Suriname,South America,health expenditure per person,2
Sweden,Europe,health expenditure per person,6
Switzerland,Europe,health expenditure per person,8
Syria,Asia,health expenditure per person,No Data
Taiwan,Asia,health expenditure per person,No Data
Tajikistan,Asia,health expenditure per person,1
Tanzania,Africa,health expenditure per person,1
Thailand,Asia,health expenditure per person,1
Timor-Leste,Asia,health expenditure per person,1
Togo,Africa,health expenditure per person,1
Tonga,Oceania,health expenditure per person,1
Trinidad and Tobago,North America,health expenditure per person,3
Tunisia,Africa,health expenditure per person,1
Turkey,Asia,health expenditure per person,2
Turkmenistan,Asia,health expenditure per person,2
Tuvalu,Oceania,health expenditure per person,1
Uganda,Africa,health expenditure per person,1
Ukraine,Europe,health expenditure per person,1
United Arab Emirates,Asia,health expenditure per person,3
United Kingdom,UN Security Council,health expenditure per person,5
United States,UN Security Council,health expenditure per person,10
Uruguay,South America,health expenditure per person,2
Uzbekistan,Asia,health expenditure per person,1
Vanuatu,Oceania,health expenditure per person,1
Venezuela,South America,health expenditure per person,1
Vietnam,Asia,health expenditure per person,1
Yemen,Asia,health expenditure per person,1
Zambia,Africa,health expenditure per person,1
Zimbabwe,Africa,health expenditure per person,1
Afghanistan,Asia,education expenditure% of GDP,5
Albania,Europe,education expenditure% of GDP,No Data
Algeria,Africa,education expenditure% of GDP,No Data
Andorra,Europe,education expenditure% of GDP,3
Angola,Africa,education expenditure% of GDP,No Data
Antigua & Barbuda,North America,education expenditure% of GDP,No Data
Argentina,South America,education expenditure% of GDP,7
Armenia,Europe,education expenditure% of GDP,2
Australia,Oceania,education expenditure% of GDP,7
Austria,Europe,education expenditure% of GDP,7
Azerbaijan,Europe,education expenditure% of GDP,3
Bahamas,North America,education expenditure% of GDP,No Data
Bahrain,Asia,education expenditure% of GDP,3
Bangladesh,Asia,education expenditure% of GDP,No Data
Barbados,North America,education expenditure% of GDP,8
Belarus,Europe,education expenditure% of GDP,6
Belgium,Europe,education expenditure% of GDP,9
Belize,North America,education expenditure% of GDP,9
Benin,Africa,education expenditure% of GDP,5
Bhutan,Asia,education expenditure% of GDP,8
Bolivia,South America,education expenditure% of GDP,10
Bosnia and Herzegovina,Europe,education expenditure% of GDP,No Data
Botswana,Africa,education expenditure% of GDP,No Data
Brazil,South America,education expenditure% of GDP,8
Brunei,Asia,education expenditure% of GDP,4
Bulgaria,Europe,education expenditure% of GDP,No Data
Burkina Faso,Africa,education expenditure% of GDP,6
Burundi,Africa,education expenditure% of GDP,No Data
Cabo Verde,Africa,education expenditure% of GDP,6
Cambodia,Asia,education expenditure% of GDP,2
Cameroon,Africa,education expenditure% of GDP,No Data
Canada,North America,education expenditure% of GDP,No Data
Central African Republic,Africa,education expenditure% of GDP,No Data
Chad,Africa,education expenditure% of GDP,No Data
Chile,South America,education expenditure% of GDP,6
China,UN Security Council,education expenditure% of GDP,No Data
Colombia,South America,education expenditure% of GDP,6
Comoros,Africa,education expenditure% of GDP,6
Congo (Dem. Rep.),Africa,education expenditure% of GDP,No Data
Congo (Rep.),Africa,education expenditure% of GDP,No Data
Costa Rica,North America,education expenditure% of GDP,9
Cote d'Ivoire,Africa,education expenditure% of GDP,6
Croatia,Europe,education expenditure% of GDP,No Data
Cuba,North America,education expenditure% of GDP,No Data
Cyprus,Europe,education expenditure% of GDP,No Data
Czech Republic,Europe,education expenditure% of GDP,No Data
Denmark,Europe,education expenditure% of GDP,No Data
Djibouti,Africa,education expenditure% of GDP,No Data
Dominica,North America,education expenditure% of GDP,No Data
Dominican Republic,North America,education expenditure% of GDP,No Data
Ecuador,South America,education expenditure% of GDP,No Data
Egypt,Africa,education expenditure% of GDP,No Data
El Salvador,North America,education expenditure% of GDP,4
